tag,assignment_count,artist_count,sample_artists
electronic pop,1,1,Watchout! There's Ghosts
electronic progressive jazz rock,1,1,The Beatles
electronica roots,1,1,Cash Cash
electroperra,1,1,Tamara
electrowave,1,1,Alpha Quadrant
electrropop,1,1,Wanessa
elektorpop,1,1,Ladytron
elektronic,1,1,Aylin Aslım
elektronik,1,1,Cem Adrian
eletro pop,1,1,Wanessa
eletro-pop,1,1,Zazu
eletronic pop,1,1,t.A.T.u.
elettro pop,1,1,The Postal Service
elforrocore,1,1,Pez
elio,1,1,Elio e le Storie Tese
elis regina,1,1,Elis Regina
ellie gouldin,1,1,Diana Vickers
elliott smith,1,1,Michael Cardenas
ellllla,1,1,Ella Fitzgerald
elton john,1,1,Elton John & Leon Russell
elvis presley,1,1,Elvis Presley
elwis,1,1,Elvis Presley
emade,1,1,Poe
emd,1,1,E.M.D.
emiliana torrini,1,1,Kellplanet
emitt rhodes,1,1,The Digs
emma bunton,1,1,Emma Bunton
emma watson,1,1,Robert Pattinson
emo by april,1,1,Dead by April
emo-metalcore,1,1,Bullet for My Valentine
emofuck,1,1,Amatory
emooooooooooo,1,1,Armor for Sleep
emotioal,1,1,Mariah Carey
emotional pop,1,1,Kylie Minogue
emotional song,1,1,Erasure
emoto,1,1,Water Charger
emotronic,1,1,Metro Station
energy pop,1,1,Miranda Cosgrove
engenheiros do hawaii,1,1,Pouca Vogal
enghaw,1,1,Pouca Vogal
english romance,1,1,The Teenagers
enigmatic,1,1,Enigma
enshaad,1,1,Mustafa Demirci & Murat Necipoğlu
enstrumental,1,1,Murat Esmer
enya,1,1,Kellplanet
epic ballads,1,1,Manowar
epic black metal,1,1,Opera IX
epic cover,1,1,Klaxons
epic music,1,1,30 Seconds to Mars
epic shreddage,1,1,Metallica
epic song,1,1,Dragonland
epitome of hip hop,1,1,Talib Kweli
er,1,1,Expose
era,1,1,Anahí
erik satie,1,1,Kellplanet
erkan ogur,1,1,Ezginin Günlüğü
escape the fate,1,1,Escape The Fate
eski,1,0,
eskibeat,1,0,
esmaga as outras cantoras atuais,1,1,Kerli
esmee,1,1,Esmée Denters
esos momentos de horarios raros para ver erreway en el 9 comentando con siss nuestras parejas cambiadas jaja,1,1,Erreway
espanhol,1,1,Thalía
especial,1,1,Axel Fernando
essential,1,1,Curve
essential madonna,1,1,Madonna
essential version,1,1,Jimi Hendrix
este disco me hace sentir un orgasmo,1,1,Perfume
estranha,1,1,Ke$ha
et,1,1,Katy Perry
eternal love,1,1,Coldplay
eterno rei,1,1,Michael Jackson
etherial,1,1,Kellplanet
ethiopian groove,1,1,Mahmoud Ahmed
ethno-rock,1,1,Honeybird & the Birdies
etnik,1,1,Murat Esmer
etno rock,1,1,Пелагея
etude,1,1,Heartscore
eua,1,1,Anahí
euri,1,1,Kelly Key
euro dance,1,1,KABRIANA
euro trash,1,1,Tokio Hotel
eurovision 2010,1,1,Lena
eve,1,1,Amelia Brightman
even better live,1,1,浜崎あゆみ
ever,1,1,Rihanna
evergreen pop,1,1,松尾清憲
everlife,1,1,Everlife
everyone high-fiving everyone,1,1,Bear in Heaven
evil disco,1,1,Static-X
evildead,1,1,Evildead
ewa farna,1,1,Ewa Farna
ex-sandy,1,1,Miley Cyrus
ex-ska,1,1,Los Hermanos
excel,1,1,Hirax
excellent and beyond,1,1,Robert Pattinson
excellent vocals,1,1,Lamb
excellente hymne a la vie et la nature,1,1,Tryo
exciter,1,1,Hirax
exciting,1,1,Florence + the Machine
exclamation mark,1,1,Late of the Pier
exclusive,1,1,The Cinematic Orchestra
exid records,1,1,Slander Fall
expeirence group,1,1,Depeche Mode
experemental,1,1,CjClip
experimental deathcore,1,1,Mein Hünd Morder
experimental night pop,1,1,The xx
explicit lyrics,1,1,Original Broadway Cast
explosions in the sky,1,1,Labirinto
explosive denouement,1,1,Third Eye Blind
exposure music awards,1,1,Black Bikini Alpha
extranjera,1,1,Dulce María
extreme black metal,1,1,Emperor
extreme brutal death metal,1,1,Cannibal Corpse
extreme majestic technical epic melodic metal,1,1,Wintersun
extremely cheesy,1,1,Autograph
exttravasa,1,1,Claudia Leitte
exumer,1,1,Hirax
ey yo,1,1,Farid Bang
eyes wide open,1,1,Der WaldläUfer
ezginin gunlugu,1,1,Ezginin Günlüğü
f-e-r-g-i-e,1,1,Fergie
f-u-c-k me,1,1,Madonna
fab,1,1,Madonna
fab four,1,1,The Beatles
fabrika,1,1,Дантес&Олейник
fabulist,1,1,Delays
facebook,1,1,Out of Ether
fag,1,1,Justin Bieber
faggot,1,1,KESSENCHU
faggotari,1,1,Tiësto
fairies,1,1,Kerli
fairytale,1,1,Men Without Hats
faith hill,1,1,Out of Ether
fake,1,1,Beyoncé
fake boobs,1,1,Heidi Montag
fake hair,1,1,倖田來未
falco,1,1,Falco
fall into place,1,1,Merlinmoon
false grind,1,1,The Locust
famale,1,1,Anahí
family,1,1,For My Enemy
fan,1,1,Selena Gomez & the Scene
fanfuckingtastic,1,1,Broken Social Scene
fankadeli,1,1,FankaDeli
fantastic artist,1,1,Michael Jackson
fantastic vocal,1,1,Kid Cudi
fantastica,1,1,Alice in Chains
far better than the original,1,1,Broken Social Scene
far ridere i polli,1,1,Vampire Weekend
faroese,1,1,Teitur
farout,1,1,Transmitters
farrar,1,1,Uncle Tupelo
fashion girls,1,1,Girl Thing
fastcore,1,0,
fat,1,1,Mariah Carey
fatty,1,1,Kelly Clarkson
fav,1,1,Ien Oblique
fave female singers,1,1,Demi Lovato
fave singers,1,1,Sarah Brightman
fave songs,1,1,Sarah Brightman
faves   favorite,1,1,My Endeavour
favorite by this group,1,1,ABBA
favorite celine songs,1,1,Céline Dion
favorite lyrics,1,1,U2
favorite rock band,1,1,Paramore
favorite tool songs,1,1,Tool
favoritesong,1,1,Rihanna
favourite female artists,1,1,Amy Winehouse
favourite worst nightmare,1,1,The Last Shadow Puppets
favourte tracks ever,1,1,Depeche Mode
fd,1,1,L'Esprit du Clan
fear factory,1,1,Fear Factory
fear factory cover,1,1,Epica
fearless,1,1,Taylor Swift
featuring kanye west,1,1,Mr Hudson
feel good inc,1,1,Gorillaz
feel like dancing,1,1,Kelly Rowland
feeling of happiness,1,1,The Killers
felipe,1,1,Felipe Smu
fell in love,1,1,Simple Plan
femal vocal,1,1,Sarah Brightman
female alternative,1,1,Blood Ruby
female duo,1,1,The Veronicas
female empowerment,1,1,X-Ray Spex
female focalists,1,1,Jennifer Lopez
female of sorrow,1,1,Antony and the Johnsons
female pop singer,1,1,Annie Stela
female rap,1,1,Nicki Minaj
female rock band,1,1,Sahara Hotnights
female rocker,1,1,Ashlee Simpson
female singer,1,1,Lu Alone
female singer songwriters,1,1,Francesca Reggio and Blue Shift
female singer-songwriters,1,1,Adriana Calcanhotto
female singers,1,1,Carrie Underwood
female vocalist ballad 90s guilty pleasure american sad 1999,1,1,Britney Spears
female vocalists - brazilian,1,1,Pitty
female vocalits,1,1,Eva Simons
female voice,1,1,Blood Ruby
female vovalists,1,1,Morcheeba
female-fronted,1,1,Blood Ruby
femme,1,1,Blood Ruby
fena ses,1,1,The Organ
fergie clumsy,1,1,Fergie
ferinhas,1,1,Bonde da Stronda
ferrumka,1,1,Ferrum
festif,1,1,Pete Vyler
festival italian music,1,1,Paola & Chiara
fever,1,1,BFF
fevereirooooo lol,1,1,Foo Fighters
fg,1,1,AYABIE
fgsfds,1,1,Lady Gaga
fgth,1,1,Frankie Goes to Hollywood
fight club,1,1,Murat Esmer
fight or flight,1,1,Emily Osment
figure 8,1,1,Elliott Smith
filhos,1,1,Dablio
filmska muzika,1,1,Thomas Newman
filth,1,1,Girls Aloud
finding your way,1,1,Daniel Ghattas
fine champagne cognac,1,1,reigndear
finest tracks,1,1,Mariah Carey
finish metal,1,1,Satyricon
finnish folk metal,1,1,Korpiklaani
finnish pop,1,1,Juha Tapio
finnish rock,1,1,Lovex
fire and the holy ghost,1,1,Gary Revel
fire with fire,1,1,Scissor Sisters
fireflight,1,1,Fireflight
firenze,1,1,THE VICKERS
first track scrobbled in 2010,1,1,Jennifer Lopez
first track scrobbled in 2011,1,1,Jennifer Lopez
first wave of black metal,1,1,Venom
fisc,1,1,Johnny Hallyday
fischerspooner,1,1,Fischerspooner
fisz,1,1,Waglewski Fisz Emade
fitness rock,1,1,Рубль
fito,1,1,Fito Páez
five days off,1,1,twin cities
five strings two fingers one asshole,1,1,The Rolling Stones
fix your damn tags,1,1,Prodigy
fix your tags,1,1,Arctic Monkeys
fl band,1,1,KESSENCHU
flapper,1,1,Romy Low
flar flar flar,1,1,Krabaras
flatpicking,1,1,Heartscore
flaw,1,1,Flaw
flint,1,1,The Swellers
flo rida,1,1,Flo Rida
floating,1,1,Spiritualized
flood,1,1,Talk Talk
floor,1,1,Blind Melon
floorfiller,1,1,Slim Harpo
flop diva,1,1,倖田來未
flop queen,1,1,Kelis
floptastic,1,1,Sugababes
floraaah 3,1,1,Selena Gomez
florence,1,1,Florence + the Machine
florence and the machine,1,1,Florence + the Machine
flow like the blood on a murder scene,1,1,Kool G Rap
flower power,1,1,Bee Gees
foals,1,1,Foals
fob,1,1,Fall Out Boy
fog,1,1,Talk Talk
folk black metal,1,1,Falkenbach
folk matal,1,1,Mägo de Oz
folk music,1,1,Alisa Jones
folk prog,1,1,Phoenix
folk viking metal,1,1,Die Apokalyptischen Reiter
folk-pop,1,1,Alexander Rybak
folksinger,1,1,Michael Cardenas
foloka,1,1,Ashley Tisdale
foo fighters - the pretender,1,1,Foo Fighters
foot tapping,1,1,Dervish
for goodnight,1,1,Myslovitz
for memory,1,1,reigndear
for my best friend,1,1,Christina Aguilera
forbidden,1,1,Hirax
forever and always,1,1,Taylor Swift
forever britney spears,1,1,Britney Spears
forever in a day,1,1,Day26
forever young,1,1,Matell
forlorn road songs,1,1,The Avett Brothers
former white boi rappers,1,1,Funky Bunch
four walls and adobe slabs for ma gurls,1,1,Animal Collective
fourteenth,1,1,reigndear
fractured,1,1,Fractured Visions
fractured vision,1,1,Fractured Visions
fractured visions,1,1,Fractured Visions
francis rossi,1,1,Status Quo
francisco,1,1,Dablio
frank turner,1,1,Ocean Reid
frankfurt am main,1,1,Azad
frantic ska,1,1,Big D and the Kids Table
franz ferdinand,1,1,Franz Ferdinand
franz schubert,1,1,Franz Schubert
freak folk tropicalia,1,1,Honeybird & the Birdies
freak voice,1,1,Emilie Simon
freak-folk,1,1,Honeybird & the Birdies
freak-pop,1,1,Honeybird & the Birdies
freaking addictive,1,1,Robert Pattinson
freakshow,1,1,Maximum the Hormone
freaky as hell on visualizer,1,1,Grizzly Bear
free indir indir,1,1,Serkan Süleymaniye
free music worth paying for,1,1,Machinae Supremacy
freiburgs finest,1,1,JAW
french black metal,1,1,Peste Noire
french death metal,1,1,Gojira
french electro,1,1,Yuksek
french electronic,1,1,Daft Punk
french house,1,1,Daft Punk
french indie,1,1,Plastiscines
french metal,1,1,Alcest
french punk,1,1,Sourire Kabyle
french rap,1,1,No Doubt
french reggae,1,1,Dub Incorporation
french version,1,1,ABBA
french vocalist,1,1,Françoise Hardy
french vocalists,1,1,Garou
french wave,1,1,Opéra de nuit
fresh love,1,1,Travis
freshlyground,1,1,Shakira
fresno e cabal,1,1,Fresno
frickin awesome,1,1,Journey
friday the 13th part 4 soundtrack,1,1,Lion
friend of grizzly bear,1,1,Twin Shadow
frippertronics,1,1,pinkroom
frobeat,1,1,Fela Kuti
from the botton of my broken heart,1,1,[unknown]
from:usa,1,1,Whisper Signal
front 242,1,1,depressive minds
frou frou,1,1,Frou Frou
frusciantism,1,1,John Frusciante
fsu,1,1,Have Heart
ft,1,1,Wale
ftsk selena gomez,1,1,Forever the Sickest Kids
fuck ben,1,1,Blood on the Dance Floor
fuck bush,1,1,P!nk
fuck me,1,1,Ricky Martin
fuck you,1,1,Morphine
fuck you i just want to dance and drink tonight,1,1,P!nk
fuck-track,1,1,Girls Aloud
fuckable,1,1,The Teenagers
fuckin brutal,1,1,Laxative
fuckin great solo,1,1,Megadeth
fuckin great thrash,1,1,Slayer
fuckin metal,1,1,Cannibal Corpse
fuckin perfect,1,1,Ashlee Simpson
fucking adorable,1,1,Patrick Stump
fucking annoying background tone,1,1,The Time Travelling Pirates
fucking beast,1,1,Suicide Silence
fucking fuck,1,1,Crystal Castles
fucking hardcore,1,1,Dave Matthews Band
fucking hilarious,1,1,Lewis Black
fucking love this,1,1,Panic! At the Disco
fucking lovez it,1,1,Chris Cornell
fucking mental,1,1,Crystal Castles
fuckmeinthebackseat,1,1,The Medic Droid
fuji bana u,1,1,Morgan Heritage
fujimoto miki,1,1,藤本美貴
full,1,1,Reggie and the Full Effect
full on morning,1,1,Sesto Sento
fun fun fun,1,1,Rebecca Black
fun music,1,1,Manowar
fun rock,1,1,Mustard Plug
fun-dance-song,1,1,Men Without Hats
fundip,1,1,New Shouts
funeral doom metal,1,1,Lady Gaga
funk carioca,1,1,Mc Marcelly
funk folk,1,1,BFF
funk soul rock sly larry jerry,1,1,Sly & The Family Stone
funk to funky,1,1,David Bowie
funkrevolt,1,1,Tubax
funky fresh,1,1,Beyoncé
funky house,1,1,Shakedown
funky pop,1,1,Janet Jackson
funky white bitch,1,1,Nikka Costa
funniest dude ever,1,1,Paul F. Tompkins
funny :d,1,1,blink-182
funny scottish bastard,1,1,Billy Connolly
funny shit,1,1,Steel Panther
funy,1,1,Good Charlotte
furry,1,1,Huepow00
furtado,1,1,Nelly Furtado
fusari,1,1,Lelia Broussard
fusion african,1,1,Modus
fusion metal,1,1,Rage Against the Machine
futura,1,1,F.L.A.B
future fusion metal,1,1,Raunchy
future hip-hop,1,1,Kid Cudi
future stars,1,1,Diana Vickers
future structures,1,1,Der WaldläUfer
future wifey,1,1,Nicki Minaj
futureradio,1,1,Der WaldläUfer
futuretina,1,1,Christina Aguilera
futuristic,1,1,Christina Aguilera
fv,1,1,Stephen Sondheim
g,1,1,Warren G
g unit,1,1,50 Cent
g-dragon,1,1,GD&TOP
gabber punk,1,1,KESSENCHU
gabegonnagetuhigh,1,1,Cobra Starship
gabriela,1,1,Bonde da Stronda
gabriele caporuscio,1,1,Unnaddarè
gabriella cilmi,1,1,Gabriella Cilmi
gadi1,1,1,Faithless
gagalicious,1,1,Lady Gaga
gaita music,1,1,Hevia
galactic,1,1,Coldplay
galaxie 500,1,1,Tear Down The Lies!
galvao,1,1,Lady Gaga
game music,1,1,境亜寿香
gang gang dance,1,1,Lungbutter
gansta rap,1,1,DMX
garage band,1,1,The Starting Line
garbagebagwindow,1,1,Emily Neveu
gardening,1,1,Honeybird & the Birdies
garfios,1,1,Cristina Perales
garou,1,1,Garou
gary numan,1,1,Gary Numan
gasshou kumikyoku,1,1,Sailor Moon
gaucho,1,1,Fresno
gay church folk music,1,1,The Hidden Cameras
gay metal,1,1,Lady Gaga
gay music,1,1,Queen
gay pop,1,1,Hunx and His Punx
gay shit i love pshyeah,1,1,Scotty Vanity
gd,1,1,GD&TOP
geek rock comedy,1,1,Lemon Demon
gene clark,1,1,The Digs
general hospital,1,1,Dave Koz
genius at work - brilliant song,1,1,Icehouse
genius of pop,1,1,Michael Jackson
gente,1,1,A Dos Velas
gentle,1,1,Michael Cardenas
gentle giant,1,1,Gentle Giant
genuine country,1,1,Kristy Lee Cook
george harrison,1,1,George Harrison
german artists,1,1,Nadja Benaissa
german blues lovers,1,1,Dudley Taft
german dream,1,1,Farid Bang
german hip-hop,1,1,Azad
german punk rock,1,1,Beatsteaks
german rock,1,1,Fire On Dawson
german synthpop,1,1,Black Heaven
german version,1,1,ABBA
german-indie,1,1,Tocotronic
germanotta,1,1,Lady Gaga
gessinger,1,1,Pouca Vogal
get me bodied- beyonce,1,1,Beyoncé
get naked,1,1,Christina Aguilera
get stupid,1,1,Madonna
getting over,1,1,Daniel Ghattas
gggb,1,1,Rihanna
ghettotech,1,1,Nadia Oh
ghost brigade,1,1,Ghost Brigade
ghost in the shell,1,1,川井憲次
ghostface killah,1,1,Ghostface Killah
ghosts of girlfriends past,1,1,REO Speedwagon
ghouti,1,1,ghouti
gianluca ferrante,1,1,Unnaddarè
gibrishh,1,1,Animal Collective
gilmore girls,1,1,Sam Phillips
gilmour,1,1,Pink Floyd
ginobird,1,1,Honeybird & the Birdies
girl electro rock,1,1,The Trucks
girl rock,1,1,Francesca Reggio and Blue Shift
girl singer,1,1,Blood Ruby
girl thing,1,1,Girl Thing
girlgroup,1,1,Monrose
girlgroups,1,1,Girls Aloud
girls are sexy,1,1,Christina Aguilera
girls kick ass,1,1,Dixie Chicks
girls like,1,1,Gwen Stefani
girly pop,1,1,Paris Hilton
giuseppe verdi,1,1,Michael Cardenas
give in to me,1,1,Allison Iraheta
glam pop,1,1,Adam Lambert
glamophonic electronic disco baby,1,1,Lady Gaga
glee season 2,1,1,Glee Cast
glitch glitch hop,1,1,Flying Lotus
glitchcore,1,1,Venetian Snares
glitter,1,1,Ke$ha
glitter bitch,1,1,Ke$ha
global communication,1,1,Global Communication
gloom,1,1,House of Low Culture
gloria,1,1,Gloria
glorious tracks,1,1,David Vendetta
glory,1,1,Starsailor
gms,1,1,This Light
gnawa diffusion,1,1,Gnawa Diffusion
gnawa tradition,1,1,Gnawa Diffusion
gnosis,1,1,Heartscore
go,1,1,Justin Bieber
go back to kokomo you fucking beach boy assholes,1,1,The Beach Boys
go go go go go go go go gadget flow,1,1,Lupe Fiasco
goa trance,1,1,This Light
god damn it on days like this i just have to put bela on loud and shut my eyes until the universe stops,1,1,Bauhaus
god damn long names,1,1,Panic! At the Disco
god is an american,1,1,David Bowie
god is an astronaut,1,1,Labirinto
god of metal bass,1,1,Cliff Burton
goddess of pop,1,1,Kylie Minogue
godfather of moonwalk,1,1,Michael Jackson
godga,1,1,Lady Gaga
godlike,1,1,Talking Heads
godlike rhythm,1,1,The National
gods of metal,1,1,Satyricon
godsmack,1,1,Fire On Dawson
godspeed you! black emperor,1,1,Labirinto
godtina,1,1,Christina Aguilera
gold - greatest hits,1,1,ABBA
gold pants,1,1,Michael Jackson
golden state,1,1,Bush
golfinho,1,1,Mariah Carey
gomez,1,1,Mystics Anonymous
gone but not forgotten,1,1,Michael Jackson
gone too soon,1,1,Michael Jackson
gonna marry his voice,1,1,Panic! At the Disco
good christian rap,1,1,Tyrone Andrew
good cover,1,1,Muse
good for sleeping,1,1,Mark Lanegan
good girl gone bad,1,1,Rihanna
good girl gone bad ah-hah,1,1,Rihanna
good girls aloud track,1,1,Girls Aloud
good lyrics,1,1,Fire On Dawson
good morning vietnam,1,1,The Beach Boys
good old days of champagne,1,1,U2
good old fashioned birth,1,1,reigndear
good old fashioned death,1,1,reigndear
good old fashioned life,1,1,reigndear
good old fashioned life afterbirth,1,1,reigndear
good pop,1,1,Silbermond
good punk,1,1,Bankrupt
good screamo,1,1,I Set My Friends On Fire
good shoes,1,1,Good Shoes
good songs,1,1,Nirvana
good time music,1,1,Lindsay Lohan
good to listen to while driving fast,1,1,Arctic Monkeys
good voice,1,1,Hilary Duff
good-weird,1,1,Trost
goodbye,1,1,Morphine
goodness,1,1,Nine Inch Nails
gooosecore,1,1,Dr. Acula
gorda,1,1,Mariah Carey
gorda e gostosa,1,1,Mariah Carey
gordo wallas,1,1,Massacre
gorillaz,1,1,Gorillaz
gospel-noise,1,1,TV on the Radio
gossip,1,1,Leighton Meester
gostosa,1,1,Lady Gaga
gotanygoodmusic,1,1,Blood Ruby
goth metal,1,1,Cathis Ord
gothic glam,1,1,Black Veil Brides
gothic goddess,1,1,Chibi
gothic hip-hop,1,1,These New Puritans
gothic industrial,1,1,Emilie Autumn
gothic japanese,1,1,Moi dix Mois
gothic pop,1,1,Eisblume
gothic-electro,1,1,Zombie Girl
gothrock,1,1,Mono Inc.
gothrock gotik romantic sad,1,1,Mono Inc.
gotic,1,1,We Are the Fallen
gotye,1,1,Gotye
gozada,1,1,Ke$ha
grace,1,1,Grace Jones
grammy,1,1,Miranda Lambert
grand funk railroad,1,1,Grand Funk Railroad
grand ole opry performer,1,1,Whitney Duncan
grand theft auto san andreas,1,1,The Stone Roses
grande cantor,1,1,Dave Gahan
grande musica,1,1,a-ha
grandes,1,1,The Cult
grandmaaaaaaaaaa,1,1,King Diamond
great :p,1,1,A Rocket to the Moon
great b-sides,1,1,Iron Maiden
great bassline,1,1,Kings of Leon
great beatles cover,1,1,She & Him
great composers,1,1,James Horner
great geass ed xd,1,1,Flow
great hard rock band of 80s,1,1,Van Halen
great heavy metal band,1,1,Judas Priest
great intro here nice chill beat with uptempo feel as well,1,1,eMC
great love song,1,1,Spandau Ballet
great play,1,1,Dire Straits
great pop with real soul,1,1,James Murdoch
great rock-out song,1,1,Ashley Tisdale
great singers,1,1,Jesse McCartney
great sound,1,1,Ross and the Wrongens
great stuff,1,1,Synesthesia
great unforgettable rock band,1,1,AC/DC
great video clip,1,1,30 Seconds to Mars
great voices,1,1,Karima Francis
greatest band ever,1,1,Metallica
greatest band in the universe,1,1,The Birthday Massacre
greatest rock anthems,1,1,Steppenwolf
greatest sad songs,1,1,No Doubt
greek folk,1,1,Antonis Remos
greek hip-hop,1,1,Master Tempo
greek rock,1,1,Μύρωνας Στρατής
green bay,1,1,Out of Ether
gremio,1,1,Wander Wildner
gremio rock,1,1,Wander Wildner
grew up on,1,1,Soundgarden
grey's anatomy,1,1,Metric
grimey,1,1,Jake One
grind death,1,1,Debauchery
grindgore,1,1,Killwhitneydead
grizzly bear,1,1,Grizzly Bear
groland,1,1,Sex Pistols
groove armada,1,1,Groove Armada
groundation,1,1,Groundation
gt,1,1,ムック
gta iii,1,1,Deborah Harry
gta san andreas,1,1,The Stone Roses
gta soundtrack,1,1,Jan Hammer
gtasa tracks,1,1,Rod Stewart
guilty tone deaf pleasure,1,1,Leona Lewis
guitar classic,1,1,Television
guitar greats,1,1,The Shadows
guitar hero,1,1,Santana
guitar hero 3,1,1,Priestess
guitar playing boys,1,1,Jason Mraz
guitar riffage,1,1,stonecollar
guitar-based digi-bongo acapella-rap-funk-comedy folk duo,1,1,Flight of the Conchords
gul erda,1,1,Gül Erda
guns,1,1,Velvet Revolver
guns n'roses,1,1,Guns N' Roses
guru josh project,1,1,Guru Josh Project
gustavo cerati,1,1,Gustavo Cerati
gutar,1,1,Stevie Ray Vaughan and Double Trouble
gute text,1,1,Fire On Dawson
guter text,1,1,Fire On Dawson
gwen,1,1,Gwen Stefani
gym class heroes,1,1,Gym Class Heroes
gypsyrock,1,1,Kaizers Orchestra
h,1,1,Scorpions
hai,1,1,IOSYS
hail to the king,1,1,King Diamond
hair and glam metal,1,1,Mötley Crüe
hair band,1,1,Mötley Crüe
hair style,1,1,Adam Lambert
hairspray,1,1,Michelle Pfeiffer
haiti,1,1,Artists For Haiti
hal,1,1,Huepow00
halbischt,1,1,Pleq
haley,1,1,Bill Haley
halifax,1,1,Halifax
haligh,1,1,Bright Eyes
hall and oates,1,1,Hall & Oates
halo,1,1,Beyoncé
halou,1,1,Kellplanet
hammers and hearts,1,1,Daphne Loves Derby
hande,1,1,Hande Yener
hanoi rocks,1,1,Hanoi Rocks
hanson,1,1,Hanson
happy guys,1,1,Bowling for Soup
happy metal,1,1,Nightwish
happy rock sunday,1,1,Restart
hard blues,1,1,Wiser Time
hard grunge,1,1,Velvet Revolver
hard house,1,1,Aliceffekt
hard line,1,0,
hard-core melodico,1,1,Amber Pacific
hardbass,1,1,Slander Fall
hardcore br00tal,1,1,Miley Cyrus
hardcore country,1,1,Jessica Simpson
hardcore do mato,1,1,Cueio Limão
hardcore trance,1,1,Skazi
hardline,1,0,
hardtek ebm synthpop,1,1,Unter Null
harem,1,1,Sarah Brightman
harmonic,1,1,Pearl Jam
harp,1,1,The Rolling Stones
harris,1,1,Calvin Harris
harry nilsson,1,1,delicious pastries
hate her but like her music,1,1,Lady Gaga
hate-hop,1,1,Бухенвальд Флава
